company,overall_rating,sentiment,review,industry
J-Sainsbury,5,Positive,"Manage own projects
Autonomy to make decisions
Supported with decision making and personal development Don’t expect dynamic decisions or fast paced change.",Various
IBM,3,Neutral,Company offers a good benefit package.  Work-life balance is also reasonably good.  Company offers variety of virtual online training but it may not always feasible with project work. Expect too many process changes around the year.  Communication from top management is hard to reach leaf levels however individual group heads does a fantastic job.,Various
PwC,3,Neutral,"Good place to learn. Good growth. Bad culture, very political and toxic.",Various
IBM,3,Neutral,Work from home based on projects which is good Salary hike is very minimal.,Various
HSBC-Holdings,3,Neutral,"Management sucks
Workplace is ok
Helping hands from some people people and their politics
Pressure depends upon the process you work for
Some toxic management",Various
EY,2,Negative,"Good benefits, training, and salary if you are based in London Coming from working in different industries before consulting I did not know what to expect and did it with an open mind. Although the pros might sound appealing in my opinion there are far too many cons to the environment I saw and experienced and I would only recommend it to someone who has known no other career and has very thick skin. The London operation in my opinion is a giant body shop trading on people's qualifications for huge financial motives as opposed to any other commendable ambition.
If you like to be around to reap the benefits of your efforts then stick to working in an industry where you are not sent away to another project or company on a fairly regular basis to start all over again. 
If you like to make good friends with colleagues where you work consulting is probably not the place for you as there is so much competition, movement across projects and hotdesking. 
It is extremely competitive to make any promotion beyond the role you join with and many people leave unhappy that they did not receive it when they deserved it.
The hours can be VERY long for weeks and months negatively affecting homelife. 
It is a single persons game in my opinion, only if you have very thick skin and are motivated mainly by money. 
The grass is greener on the other side!",Various
Marriott-International,5,Positive,Company cares about employees. Flexible schedule. Hours cut Due to COVID -19. Not company fault.,Various
Boots,1,Negative,"Discount, free uniform , some lovely work mates , breaks , some customers Management speak to staff like rubbish ,
No flexibility in working hours for parents 
Uniform rules different in every shop , some are aloud to wear on trousers some have to wear boots trousers or face disciplinary , men get to wear there own shirts , woman are more picked on in boots , no union but strange for such a big company ,",Various
PwC,3,Neutral,"Good work life balance
Good to learn
Good corporate culture
Overtime is payed out Small Fix 
Small Bonus
Bad promoting system - very subjective in the last years
Very Political - you have to be good with senior management to get promoted",Various
EY,1,Negative,"Overall good policies for employee
cab available  - but has to be booked in advance
you will like if you dont want work and know how to lick(IAM practice)
Job Security Spine less manager / senior manager - They bow down to client
They can sell the resources for billing
They do not spend a single penny(training/certification) on resources but expect high quality work
IAM managers are deceptive and backstabbing snakes. if you talk to senior Manager, you will feel that he is the nicest person on earth but you will know the truth later
Many resources left EY GDS IAM (even resources from onsite) because of spineless manager and senior manager
Cheap onsite policies - Mobility team is the worst and do not respond. You are on your own if you go to onsite - no insurance
Lickers get good hikes and get 5 ratings
No vision - The Director who started IAM Practice left EY GDS himself
Managers want to become Sr. Manager, Sr Manager wants to become DIrector then Partner by hook and crook
Technology lover stay away. Saw many Java resources leaving beacause of no project.
Partner can make its own policy and often it is made to make money for the partner like in IAM",Various
Mercer,1,Negative,"The only good thing about working here is the camaraderie that you give and receive to colleagues. Very tight knit group of people looking out for one another in a very unstable workplace. Vacation policy is good/ok. Really what this job is for is a stepping stone for recent grads. Most are stuck here because the job economy is rough. 

If you are not making your call stats, you will never hear the end of it. You get harassed and called out by email, phone, messenger. But 90% of the time, it's just managers holing themselves up in a room talking about it behind our backs and under their breaths. It's very suffocating that way. They used to have something good going on in which we would get weekly reviews so we can get constructive feedback one on one, but that has gone on the wayside. Btw, implementation of new strategies and quality always seem to fall through. 

The difficulty of the job is high and the emotional damage is just not worth you. You speak to callers who don't treat you like human beings. Rightly so. Because no matter how detailed you are in helping out your caller, your administrative team will always give you an unrelated quote from plan provisions and they will make you feel horrendous if you ask them for help or clarification. Newsflash admin: you don't make sense a lot of the time. Don't assume we know what you're talking about and if we ask for help it please help us. (If you find an analyst that is willing to explain a client to you in a kind way, do not forget these people. They are the stars of the company and I was really grateful to them.  As we always have to be on the phones, supervisors do a disservice to the clients and don't make sure we're thoroughly trained before being put on their queue. Benefit of the doubt, they were most likely directed by upper management to do this. You will find some know nothing about our clients)

You get a 30 minute break. You are ""allowed"" 15 minutes away from your desk otherwise. If you are away to long, you WILL get an IM. 

Everyone here is looking for a new job. Either it's been voiced or they all secretly want out. 

Permanent pay is very low compared to the job difficulty. They treat their temps like crap. 

Just work really hard and strive to find a job that is not a call center slave at this company.",Various
Google,5,Positive,"Good benefits and culture, interesting work and peers Very competitive, salaries differ by location and role",Various
University-of-Liverpool,5,Positive,Very friendly and supporting environment There is not any cons to me,Various
Pearson,4,Positive,"Flexibility, company meetings are engaging and fun, work remotely, always learning Expected to be a customer service rep, sales rep, trouble shooter and tech support for Professors and students, marketing, etc all in one day.",Various
IBM,4,Positive,"Friendly culture, open door policy Not challenging or learning much",Various
IBM,2,Negative,"Work from home
Some work/life balance
Seems like everyone else in the company is doing good work except me.
Brand name? Poor paymasters
Every single holiday an employee takes has to be compensated by working on some weekend as it affects the forecast given by the so called managers.
They go to the extent of asking the employees to compensate even the sick days.
Mind you these holidays are regular mandatory holidays such as August 15, October 2nd etc and the earned holidays.
Very manager driven company for everything.
Lots of regionalism.
Appraisals, promotions, etc are all based on employee's relation with their managers.",Various
DHL-Supply-Chain,1,Negative,There really isnt at all. Nobody cares. Unfair practices and terrible management,Various
Mercer,3,Neutral,"work life balance, good environment, nice appraisal policy. lower salary offering as per market standards, most of the tools are in-house.",Various
Vodafone,3,Neutral,"You get exposure to alot of departments within a tech organisation 
You get a free phone 
a free 40GB phone plan 
they offer workshops to gain more experience to move around the company
Flexible with work hours for parents, Uni students and so on Stress is always high 
pressure is high 
People are getting made redundant alot in my experience",Various
IBM,3,Neutral,good work life balance at IBM no regular increments and bonus,Various
GlaxoSmithKline,4,Positive,"Exciting challenges working to make quality, life-saving medicines available to a wide range of patients, fast-paced manufacturing environment, opportunity to work with some inspiring leaders. Lots of bureaucracy, decision making can be slow, lots of hard work and extra hours often go unnoticed or not recognised. Development can feel slow, even for talented individuals.",Various
Pizza-Hut,3,Neutral,Steady work and pay. Made life long friends. Corporate is Horrible. Work and Home Life is out of Balanced.,Various
Oracle,5,Positive,Great atmosphere. Good culture and management Nothing at all. I love my work and my coworkers.,Various
EY,2,Negative,"You will enjoy your clientele
Flexibility Women are caddy
Don’t trust anyone
Not a team environment as everyone is out for themselves 
Not enough diversity",Various
SAP,2,Negative,"Good technology, great former CEO (Bill), some really solid colleagues Some business units are amazing and really embrace the SAP culture, then there are others that are absolutely horrible. If you can work anywhere but the GB business unit, then do it. There is one, maybe two good leaders there but the person at the top in NA is absolutely insane. GB has the highest turnover out of any division, some of the worst leadership, rules with fear and uses humiliation as teaching techniques.
They push people out with any experience as they want new folks that will blindly follow and not challenge the inexperienced/unqualified leaders.
Business units such as this make SAP a terrible place to work",Various
Citi,5,Positive,good employee core ethics and great enviroment train the employees and set a 15 minute time for tardiness,Various
Microsoft,4,Positive,"Very good working environment, supportive managers, very flexible working hours. get real shipped project done. best benefit package in the industry. They have too many people. While most of them are very smart and hard-working people some are not. Software development circle is a bit long.",Various
McDonald-s,3,Neutral,lots of hours available to work low wages below poverty level,Various
KPMG,3,Neutral,#NAME?,Various
University-of-Nottingham,5,Positive,"Opportunities seem endless in this place with so many chances to; undertake professional development through the number of courses available to staff, take part in volunteering activities whilst being able to attend lectures on a vast array of topics. There's always the chance to get involved in something if you are willing to contribute. It's a very large organisation and so can sometimes feel like you are lost in the middle of it all, perhaps not knowing where to turn if you are looking to undertake a task. It can be a little disorientating at first with so many different schools, departments and teams.",Various
IBM,4,Positive,"Work from anywhere is an awesome thing at IBM, flexible working hours you cannot expect double digit hike which is very rare at IBM",Various
PwC,3,Neutral,Fair work life balance compared to other offices Office morale can be low depending on the management,Various
Virgin-Active,1,Negative,"Free gym membership for you and one other. Poor pay.
Poor management.
Discrimination.
Poor health and safety.
Lack of actual qualified and experienced staff.
No rewards or praise while managers who sit and do nothing get rewarded with paid lunches and trips away.
Managers assaulting staff members and withholding wages.
Poor training.
Any additional courses you wish to go on, you must pay for out your own pocket.",Various
HSBC-Holdings,5,Positive,"One of the top banks in the world. didnt find any downsides, maybe some people.",Various
Hilton,4,Positive,Friendly employees to work with. Nice to meet people traveling from all over the world. Very good benefits. Can’t really find one at this time.,Various
HSBC-Holdings,5,Positive,"Banking e2e knowledge enhancement and also enhances skills of managing various dynamic and volatile finance changes Not much however considering the size and depth of the organisation, structure and construct of tools to be enhanced to amalgamate various inputs from various systems across the world",Various
PwC,3,Neutral,"Great scale, good values, loads of experience Accounting firm at heart really",Various
Microsoft,5,Positive,"Amazing culture, great benefits, Career Development Opportunities Work Life Balance, Business Support",Various
XPS-Pensions-Group,5,Positive,"Good people. Company’s vision and values. Ambitious company, which presents opportunities. Has an cohesive/family feel, despite being a large employer. Benefits fall short compared to competitors.",Various
Barclays,4,Positive,"Good pay and friendly staff also flexible working hours Bad working environment, treated differently by different management",Various
McDonald-s,3,Neutral,"Lots of cool people, the bosses are reasonable. It's always super hot in the back by the grill, and everyone looks at you like its your fault when food is taking too long when there's a line. They pay isn't very good, and you're going to be back there in the heat for 8 hours with only a 30 minute break. A lot of the time someone won't show up and then you're shortstaffed for the rest of the day.",Various
BP,4,Positive,"was pretty decent pay for the day shift. However it doesn't increase much if you do a night shift. Can't remember the exact amounts. The job is quite standard ship stuff. Serving on tills, putting out confectionery etc. I quite enjoyed my time there tbf. There was so much daily drama between the people who worked there, but obviously that's dependent on the store. The people in mine were crazy! always arguing, but it was quite fun to watch at times haha.",Various
IBM,2,Negative,"Benefits on par with other large Fortune 500's. Training opportunities. Lots of enthusiasm from the younger employees starting out. Now Apple gadgets galore. No idea how to sell services appropriately. Constantly being challenged by competitors for the same work, resulting in lower margins, higher travel requirements and mismatched resources. Bench time is severely penalized. So forget about taking advantage of the training opportunities unless you are making all of your numbers. It feels like a ship in decline.",Various
McDonald-s,4,Positive,I'm working  in McDonald's  uae as a asst manager. I want to move portagul I want job  ......,Various
Hyatt,2,Negative,"Good location, major hospitality brand I felt like there was little room for internal advancement. Managers don't develop their current employees and often decide to hire externally which is very demoralizing.  Most of my department left after being told they were not qualified enough despite meeting all the requirements. Managers and above are in cliques. On the off chance an internal hire is selected for a role, this has already been decided among the ""clique"" before the job listing is posted.  How can there be a healthy culture if directors are badmouthing the very people they work with? There is a nonexistent work-life balance. We were expected to work July 4th, Memorial Day, and Labor day. WHY? Raises here are abyssal and do not keep up with yearly inflation. I hope that eventually they catch on a realize people keep declining offers because their offers are weak. Brace yourself for 2.5% raises on a ""good"" year. Hyatt does NOT care for people so they can be their best, despite that being the motto.

I would possibly recommend other areas of Hyatt, but stay away from Accounting/finance.",Various
ENGIE,4,Positive,"Great benefits, above average pay, provide study support, good rotation of roles for assistant accountants Location is a little further out of the city centre, progression can be slow",Various
BHS,4,Positive,Very professional team in every area. None that I can give as a relative example.,Various
AXA-UK,5,Positive,Nice bonus great support friendly Can be clicky at times,Various
Citi,2,Negative,"decent pay and opportunities to learn. No work life balance (60-70 hours a week is the norm),  poor capacity planning and clueless managers.",Various
Goldman-Sachs,2,Negative,"Job stability and thought leadership forums. These forums bring leaders from around the world, and they come to speak here at Goldman to deliver a presentation. Working at Goldman Sachs Asset Management ""technology"" feels more like a glorified support center. There's alot of things to do, but it's just  1 to 3 day ""projects"". It feels like plumbing work...you are always fixing something. Stay out if you already have technology experience. You will not learn much here.

Be prepared to write SQL select statements all day trying to figure out what data is missing in the systems.",Various
McDonald-s,4,Positive,Very co-operative employees. Training provided is impeccable. Night shifts are bit difficult.,Various
KPMG,4,Positive,"opportunity to learn and improve very fast professionally speaking, challenging environment, diverse range of topics to cover, opportunity to develop general skills useful for other areas of work work life balance could be much better, difficult to plan private things if something comes up (and something will always come up), it is expected to be flexible if there is work to do, but on the other way round it does not work, compared to other big fours and other multi national Cos, it does not pay well",Various
Sytner,4,Positive,Family close culture and colleague recognition none that I can think of,Various
Oracle,5,Positive,company is an advocate of good work-life balance. none that I can think of,Various
Marriott-International,2,Negative,"Overall an easy job and fun people to work with Listening to complaints all day, poor management, we are a franchise with a terrible owner.",Various
Morgan-Stanley,3,Neutral,"The people and sense of family.  The people are truely great and by far the most outstanding part of the company. Very ""corporate"" attitude you definitely feel like a number at the end of the day.  No sense of loyalty from the firm to you as an individual.  Top talent is not retained and manly people leave due to being very under paid.",Various
Thomson-Reuters,1,Negative,"Most of the co-workers are great and are a lot of fun! Company is constantly looking to put more money in their pocket books at the expense of many expert, knowledgeable employees.   There is really no room for growth unless you know someone and/or are riding senior managements coat tails.  Flexibility is getting worse and I don't really view Thomson West as a company in favor of work/life balance.",Various
KPMG,4,Positive,"Great first job and stepping stone into being a CA. Some unnecessary office politics, standard pay/hours issue with professional services. Good culture among junior staff.",Various
Oracle,3,Neutral,Good working atmosphere and nice colleagues no salary increase for years,Various
Oracle,1,Negative,"All of the employees are very inclusive and want to help you succeed.  My manager is one of the best managers that I have ever worked for. The vacation policy is terrible.  They offer only 2 weeks when you start.  You gain another week after 3 years of service and that is most vacation you can get.  Oracle also makes their employees take the week off between Christmas and New Years using their vacation.  It is not a paid holiday.  In addition, the bonus structure just changed for all of the Sales Consultants so 40% of the bonus is given in the fourth quarter rather than evenly spread out 25% per quarter.  This affects everyone's paycheck and everyone is very upset by this change!!",Various
HSBC-Holdings,3,Neutral,"Good work life balance, Nice people Overly beaurocratic, Not very strategic, Tend focus on marketing jargon then content",Various
Scottish-Widows,3,Neutral,"Once you have been there a while there are opportunities to take on interesting tasks and apply for internal promotions. A good foot in the door.
You don't have to take work home with you. Only expected to work for your shift time. Good for work-life balance When you start working there it is stressful at worst and boring at best. It gets better after a year or so.",Various
Citi,3,Neutral,Big company with lots of opportunities Sometimes it is hard to get things done (too many players involved),Various
Apple,4,Positive,Great company to work for. Great pay for younger kids. Micromanagement. It can be very micromanaged considering there are 3 managers on the floor at once,Various
Boots,2,Negative,Training to SVQ levels available. Low staffing and high expectation within hours available.,Various
Barclays,1,Negative,large organisation with strong UK presence Internal processes difficult with bureaucracy,Various
NHS,3,Neutral,"Job satisfaction
Security 
Team building Over worked 
Understaffed 
Under funded",Various
SAP,5,Positive,"Best place to work. Very good work culture Nothing much, I don't see any -ve feedbacks",Various
EY,2,Negative,"Big 4 reputation, some great people and compartively better work life balance Job security (hire and fire), extremely weak pipeline, incompetent leadership and direction, people policies, too many administrative tasks, very poor recruitment and outgoing process, way behind in maturity and thought when compared with Deloitte and KPMG",Various
Citi,1,Negative,"I can't even say I worked with nice people. It was flawed in every way I hated it! Long hours, stressful, too much to do not enough time, ridiculous goals, worst job ever!!!",Various
Hilton,1,Negative,"If you would like to be exploited like a slave, the Hilton hotels are best place for that. A terrible place to work with no promotions for the experienced staff (trained and working for more than a year). The  Room Attendants are pushed  to do a room for a half an hour , but some of rooms are left like a pigsty, as a result you can see an awful reviews and pictures about the hotel and the rooms: poor maintained, friendly staff, unfriendly bosses, disgusting dusty bathroom fan covers, cracked bathroom tiles, cracked paint, scratched wooden furnish, dirty carpets, and expensive price... It may be better to book a room in a hostel!",Various
Hays,5,Positive,Good Progression Opportunities within the company High pressure but can also be a pro dependant on what you work,Various
IBM,3,Neutral,"opens doors but not what it used to be training severly limited, need more diversity to build skillsets",Various
J-P-Morgan,3,Neutral,"Brand recognition, smart people, lots of learning resources, most diverse bank on the street. Working Finance at JPMorgan is the definition of a dead end job. It should be called reporting and not finance. I was in a multitude of finance teams in my time there. They all sucked. The hope is that if you are smart enough you can use networking and connections to get into a front office role. That is what happened for me and I secured a sales gig in the IB. The problem is if you move internally they still do not pay you like you should be getting paid so I left after a year with a front office title to boot. HR at JPMorgan is probably the worst there is at big banks. JPMorgan bleeds highly talented individuals because there is no pathway for actual smart people to get into the roles they deserve to be in. It took me 5 years and an unrelenting attitude, in hindsight I shouldve left JPMorgan much sooner. The name resonates though and it made me stick around longer in a terrible reporting role doing grunt work in the hopes of ""making it"" at JPMorgan. Mobility is a buzzword there but thats all it is a buzzword. You really have to network your butt off to get out of a finance or controller type of role. Now the big thing, PAY. Pay in these roles is absolutely horrendous and there is not prospect of a pay day working at JPMorgan. Your only option is to leave and come back if you care that much about working for the name. There is no pathway for talent to be rewarded financially wile staying internal. Everything is based on percentages and your increases will top out at 5-6% on total comp at most. That is if you are lucky. This is not just hearsay, this is the experience of 99% of everyone that works in a finance role at JPMorgan. If you really like finance/accounting then go join a small company and be a part of their corporate finance group. You will learn a whole lot more and be much more appreciated",Various
BNY-Mellon,4,Positive,"Good steady company, good people. Too internally focused, not enough focus on clients.",Various
Aon,3,Neutral,Steady work and clean office Temporary job and repetitive work,Various
KPMG,3,Neutral,"- Interesting people
- Decent perks
- Good name recognition - Work can get very boring and tedious (this is really all of public accounting though)
- Easy to outgrow your peers/the firm
- Lack of transparency in review process
- Easy to end up as just another face",Various
ASDA,2,Negative,"National benefits offered by large companies offered to staff
Flexible working 
Discount staff Management have poor people skills and senior Management spend more time in offices or having breaks than on shop floor. 
When managers are called to help at front of store they pass the book onto section leaders some of whom have adopted a poor,  rude, abrupt attitude .
Bullying environment which if reported is not dealt with professionally. With information spreading around the store within days. 
Clingy and unprofessional groups between some management and staff making some staff uncomfortable to approach when they have a problem. 
Complete lack of discretion in offices and warehouse back ups, as personal information gets gossiped about and leaked.",Various
PwC,1,Negative,"Poor Management, Bullying, Poor training Poor everything, poor salary, poor transparency",Various
KPMG,2,Negative,Good exposure to senior clients and projects early provides a good platform for future careers. Individually colleagues are lovely and interested in supporting each other. Politics combined with poor work life balance makes this a difficult job to sustain long term.  Team dynamics are less than ideal with poor resourcing creating challenges internally.,Various
Goldman-Sachs,2,Negative,Work hard and you'll get to play even harder.... If you're a woman you'll likely never be paid as much as your male counterpart.,Various
Pizza-Hut,1,Negative,"None.. this is the worse, most soul killing job you will ever have. Terrible everything... work environment, managers, employees, pay, policies.. they are all a literal joke",Various
Hyatt,4,Positive,"Great Company to work for, many opportunities for dedicated employees They sell their hotels to other owners and management companies and lose your position",Various
NHS,2,Negative,None yet known so cant Communication is very good currently,Various
BNY-Mellon,1,Negative,"Lots of time off from this horrible place -Low pay
-Same people are promoted over and over
-No advancement
-Low level of business knowledge by lower level management
-Mid level and upper level MGMT are so out of touch with the core of employees its crazy",Various
IBM,3,Neutral,"IBM is an IT behemoth that during the on board process makes you feel like you are part of one big happy family who will be there for you at all times.  Before you even get stated on you first job assignment they are already encouraging you to keep considering what your next position at IBM will be and how you will be broadening you experience at IBM. IBM is also an IT behemoth that can’t get out of its own way.  Upper management overthink organizational changes on a yearly basis which delay sales processes and disrupt customer satisfaction. Then they wonder why revenue targets are missed when the first 3 -4 months of every year are thrown into chaos due to mixing the soup on an annual basis.  The company talks about its people being their greatest asset yet the management of this era have little consideration for the employees.  It is understood that all organizations need a clearly defined method of evaluating work performance, although IBMs PBCs rating process is flawed.  Marginal / Poor PBC ratings of 3 are routinely assigned to well performing employees just to justify Resource Actions.",Various
Apple,4,Positive,Great pay and benefits Stressful. Scheduling was though.,Various
Capita,1,Negative,"Good opportunities through Capita's expansive client base I'm a permanent member of staff at Capita and the client I am assigned to does not require me to work over the Christmas period. As a result, Capita have automatically deducted my annual leave entitlement (instead of taking the hit themselves because they didn't manage the client demand properly). Capita don't see their staff as people, they seem them as resources to be exploited to maximise company profits. Something to bear in mind if you are thinking of joining this company!",Various
BDO,3,Neutral,"Varied clients
Lots of work resources
Plenty of courses for personal growth Frostiness from some Partners in sector",Various
University-of-Leeds,4,Positive,"Supporting students is very fulfilling and the project work is exciting.

Lots of training and personal development opportunities, as well as a big focus on staff wellbeing. Big issues with intra and inter-departmental communications.

Very easy to coast along and the standard of work often leaves a lot to be desired.

Poor use of budget. Why is the university run like a business, yet funds for each department are so low?",Various
YOOX-NET-A-PORTER-GROUP,2,Negative,"Made some good friends here. Some people on the team help each other out which feels nice. Good schedule. Decent money. Parking is so bad. Like really bad. People fight over parking spots just to come to work and do their job. I never saw anything like that before. And the guys in charge of the photography team in the studio are a joke. They are lazy and only interested in clowning around telling jokes and talking about their vacations all the time instead of showing us new skills and helping us. They obviously have their few favorites and only give them cool projects and only promote them instead of the really hardworking people. They never want to do any work and always make excuses why other people should do the work for them, but then they turn around and take all the credit. They don't even want to look at contact sheets which is a big part of their job. They should be embarrassed. Hardworking photographers on the team make the web site look beautiful, not them. And like everyone else on here says, HR here is useless.",Various
Standard-Life-Aberdeen,2,Negative,"Benefits package was the best I’ve ever received, sick pay Awful work environment, very “cliquey” place to work, nobody says please or thank you or offers advice to help you grow and build on your capabilities. Not a single person said goodbye or good luck when I left. Just a number and not a person in their eyes.",Various
BNY-Mellon,2,Negative,"The people with whom I worked were wonderful.  I enjoyed the ability to use my brain to figure out how to be the best user advocate I could be. I really enjoyed what I did, but as a relatively low-paid employee, getting dismissed after more than 12 years of hard, productive labor, for ""cost cutting"" purposes was a bit ridiculous. Luckily, I walked out of that job (with a horrible severance package - the only way I could get it was to stay out of work) and into another, much better, position. Politics, lack of appreciation, lack of pay increases... Net pay actually decreased one year because of additional health benefit contribution, even with excellent reviews, increases usually <2%. Bonuses went the way of the Neanderthal.  I was actually told by a senior executive that employee cost of living increases didn't play any part in the company's calculations.",Various
Oracle,1,Negative,"Pays decently well if you hit quota. Company culture, disjointed sales environment, boring product.",Various
Microsoft,4,Positive,"working with new technologies, breadth scope on customer experience/sales. Good secondary conditions. I truly believe in the change Microsoft is trying to bring to their customer, and it's always felt good to work here. However, you do it more for the cause than the pay. Pay is a bit lower compared to other tech companies if you start out. Would recommend to return after your thirties.",Various
BNY-Mellon,5,Positive,"place, people, adaptable, exposure, salary and higher managment nothing. I found the company great to start my career with",Various
Pearson,2,Negative,"Good people. Lots of people actually believe in the mission of education and helping students, teachers, schools, etc.

Good pay and benefits, but the benefits are slowly being taken away. Where does one start? Constant reorgs. I know, we have all heard it before. The rate that Pearson reorgs is phenomenal, it truly never ends. One cannot comprehend this without experiencing it first hand.

Volunteer Day, it seems to be Bethlam Forsa's one and only claim to fame for the North America K-12 Business Unit. Since she took over the only communications we receive are all about Volunteer Day. Seems Bethlam is more interested in building the Forsa brand rather than the Pearson brand.

Morale is at an all time low. I'd rate it a -1 on scale of 1 to 10. If Fallon were to leave I think it would climb to 6 immediately. One thing Fallon is very good at, driving down numbers, stock prices, morale index and employee count. Negative numbers are the new growth. I can't wait to see what the Accelerated Growth plans do to the numbers.",Various
Morgan-Stanley,3,Neutral,"Compensation
Smart colleagues
NYC location is at center of everything No work life balance
Egos are big",Various
Apple,4,Positive,"Decent comp & benefits. You are issued best in class hardware. Very mature organizational & management structure. Depending on your level you will get RSUs & Bonus. For many roles working at Apple can look good on the resume. Go in with the job level you expect to have for a very long time, if not forever. Apple doesn't promote much from within. I've heard managers joke that hiring is like playing fantasy football and you can pick whomever you want from the outside. As a consequence the trend is for pre-existing employees to have less and less on their plate, to the point they loose transferable skills.",Various
EY,3,Neutral,"There is no stupid questions policy, learn by yourself, develop capacity to deal with uncertainty. Job description did no match job tasks and responsibilities, unclear instructions, constant rework.",Various
University-of-Michigan,4,Positive,"World leaders in medicine, research. Poor salary. Parking is a big problem",Various
PwC,2,Negative,"Experience gained by working for different clients No meritocracy, not paid overtimes",Various
IBM,5,Positive,Great environment and challenging job Bad Working Hours and bad work/life balance,Various
NHS,4,Positive,Good pay and excellent pension Don’t appear to treat people equal,Various
Travelodge-Hotels-UK,1,Negative,"There really isn't any ! Well , no training, un ethical employer, no  HR help, you run hotel alone for min wage, verbal abuse by guests, low wages, long hours, dirty environment, dangerous equipment, bullying !",Various
Virgin-Media,3,Neutral,"Great benefits, fair pay, big company, opportunities to move job role if you want to. Lost its heart since Liberty Global acquired the company.",Various
Adecco,3,Neutral,Whenever I need something or have a problem and call my recruiter they always get me an answer Wish they would call and ask how things are going.,Various
Citi,2,Negative,"Nice atmosphere and helpful colleagues SSC,.. zero work life balance, hundreds of old systems,zero opportunities,managers are incompetent to lead and poorly communicating",Various
Oracle,2,Negative,Good for first job out of college Too much to write in this box,Various
Roche,3,Neutral,"Work life balance, good pay, freedom Politics, company values are only for show, damned if you express your opinion and is different to management’s",Various
IBM,3,Neutral,"they take you in fresh out of college, train you then put you on project you dont get to choice what you like to do, when theres a project picks you, even if its not what you like to do, they will still ask you to work on it, because that makes money for the company",Various
St-James-s-Place-Wealth-Management,3,Neutral,"Fast paced, fun, challenging and resourceful. Pay is a little low for London wage.",Various
Apple,5,Positive,"Great culture, smart people, friendly environment Top down decision making approach most of the time",Various
Vodafone,4,Positive,"good company culture, respect to others,  good community building always under big pressure, huge workload",Various
Goldman-Sachs,5,Positive,A very engaging experience that tested my boundaries. A very stressful experience that made it difficult to balance my time.,Various
KPMG,3,Neutral,"In consulting no two organisational issues are the same, so work is interesting. Long hours, Work Politics,Work-life balance",Various
Boots,3,Neutral,"okay staff discount but not that great bad conditions
too much heavy stock lifting and poor management",Various
Pearson,1,Negative,"Good environment 
supportive staff
Takes interest in employees . works on traditional  and outdated working style excel , word etc , not an automated environment 
reporting is very tough , what you do gets lost , no employee software to report and track
Indecisive Management ,cost cutting and sudden announcement to off roll on roll employees .A single resource made to manage work of ten resource .Lacks transparency .
An unhygienic FMCG company environment and employee standard and treatment.",Various
Marks-and-Spencer,2,Negative,Pay was decent compared to other shops in the area We were given hardly any training and expected to know how to deal with things such as the tills or finding extra stock. We were “thrown into the deep end” especially as it was during the Christmas period. Customers were rude when things went wrong (which we weren’t taught how to deal with),Various
BDO,3,Neutral,5th biggest name in the public practice limited promotion opportunities or to grow,Various
The-Church-of-Jesus-Christ-of-Latter-day-Saints,4,Positive,Corporation is maturing so there is opportunity to influence product and structure. As with any large networked organization there are politics.,Various
IBM,2,Negative,"Very large accounts which makes for some great team interaction,  and an opportunity to take advantage of tools that many of us haven't used in awhile.   These are company policy standards that must be used such as Lotus Notes, SameTIme, Mozilla Firefox, Box. Challenging place being that it requires using tools as part of company policy such as Lotus Notes, SameTIme, Mozilla Firefox, Box. No Outlook, Skype or Skype for Business, SharePoint or Azure to be used. Offshore used in almost all accounts, and has to be part of RFP and proposal submissions.",Various
WLT-Group,3,Neutral,Co-workers are nice. Corporate event managements is nice. Senior management decision is not from the ground level. Not fully considering exit interview concerns and feedback.,Various
Barclays,2,Negative,"Big company - good name on CV Dog eat dog
Company constantly embroiled in scandals
Constant change of senior executive management 
Difficult to get promoted due to role promotion scheme",Various
BT,5,Positive,"Good benefits 
Flexible working 
Good pension Long hours and stressful projects",Various
HSBC-Holdings,3,Neutral,"Good learning experience,good growth opportunities Sluggish management and slow HRs",Various
UK-Ministry-of-Defence,5,Positive,Not applicable none to state None happy with employment thanks,Various
American-Express,4,Positive,Quite Good benefits and salary. I cannot find any about it,Various
Vodafone,4,Positive,"- great environment and people
- opportunities for self development (multiple courses on class+an online academy)
- many employee benefits like discounts at handsets
- interesting projects 
- flexible working schedule
- your ideas are assesed - many organizational changes that can cause chaos and impact on projects and people",Various
Oracle,3,Neutral,"* Some level of authority to solve small problems
* Lots of new technology/ideas/methodology
* Usually interesting projects to work on * Very limited ability to have significant influence
* Corporate culture stuck in the ice ages
* Lots of very old technology (some of it that the company doesn't support for external customers)
* Bureaucracy overload",Various
EY,5,Positive,"great atmosphere, great place to broaden your horizons working after hours, but it is the price to pay to climb the ladder",Various
Microsoft,5,Positive,"Benefits, Work-life balance, 401k matching Slower paced, Too many internal tools",Various
Indeed,5,Positive,"Great product.
Friendly atmosphere.
Career opportunity. 
Great company culture.
Your input is very welcomed and valued.
Managers are flexible and friendly.
Company keeps improving perks and benefits.
Great company to work for. With the ongoing growth Indeed is loosing a bit of the startup feeling.",Various
Manchester-Metropolitan-University,3,Neutral,"Brain space is allowed on occasion, housing costs are reasonable. Poor communication, failure of senior management to listen to senior academic staff.",Various
